character,traditional_character,alternate_characters,pinyin,hsk_level,frequency,definition
"鴓","","","miè","","8810",""
"鸴","鷽","鷽","xué","","8811","oriental bullfinch, weaver bird; Pyrrhula species (various)"
"黿","","","yuán","","8812","large turtle, sea turtle"
"秹","","","rěn","","8813",""
"茢","","","liè","","8814","sedges; rushes"
"蘁","","","wù","","8815",""
"蚑","","","qí","","8816","tip-toe"
"鏻","","","lín","","8817","phosphonium"
"霤","","","liù","","8818","drip; rain-water catcher"
"霩","","","kuò","","8819",""
"頺","","","tuí","","8820",""
"餚","","","yáo","","8821","prepared meat; food"
"鯂","","","su","","8822",""
"籔","","","sǒu","","8823","bamboo basket"
"蕁","","","qián","","8824","nettle"
"蘘","","","ráng","","8825","a kind of wild ginger"
"雑","","","zá","","8826","mixed, blended; mix, mingle"
"鬶","鬹","鬹","guī","","8827",""
"鯵","","","shēn","","8828",""
"鰧","","","téng","","8829",""
"鱂","","","jiāng","","8830","name of fish"
"鳂","鰃","鰃","wēi","","8831","name of fish"
"鵟","","","kuáng","","8832",""
"盠","","","lí","","8833",""
"盳","","","wàng","","8834",""
"盽","","","fēng","","8835",""
"眃","","","yún","","8836",""
"眏","","","yāng","","8837",""
"睧","","","hūn","","8838","dull vision"
"硄","","","kuāng","","8839",""
"碔","","","wǔ","","8840","1/2 pr stone"
"碦","","","kè","","8841",""
"碸","","","fēng","","8842","an organic compound"
"磃","","","sī","","8843",""
"礘","","","è","","8844",""
"礮","","","pào","","8845","ancient ballista for throwing heavy stones a cannon, a gun"
"祘","","","suàn","","8846","to calculate"
"禤","","","xuān","","8847","surname Xuan"
"秌","","","qiū","","8848","(same as"
"秙","","","kù","","8849",""
"秢","","","líng","","8850",""
"稧","","","xì","","8851",""
"稬","","","nuò","","8852","glutinous, sticky"
"稲","","","dào","","8853","rice growing in field, rice plant"
"稸","","","xù","","8854",""
"穜","","","zhǒng","","8855","rice"
"竒","","","qí","","8856","strange, unusual, uncanny, occult"
"筶","","","gào","","8857",""
"篬","","","qiāng","","8858",""
"籒","","","zhòu","","8859",""
"籜","","","tuò","","8860","bamboo sheath, bamboo shoots"
"籞","","","yù","","8861","a fence"
"籶","","","shēn","","8862",""
"糂","","","sǎn","","8863",""
"糉","","","zòng","","8864","dumpling made of glutinous rice"
"綡","","","liáng","","8865",""
"綶","","","guǒ","","8866",""
"緄","","","gǔn","","8867","cord; woven belt; hem; hemming"
"緗","","","xiāng","","8868","light-yellow color"
"緼","縕","縕","yùn","","8869","variant of"
"縁","","","yuán","","8870","hem"
"縋","","","zhuì","","8871","climb down rope; hang by rope"
"縞","","","gǎo","","8872","white raw silk"
"繤","","","zuǎn","","8873","edit"
"繧","","","yun","","8874",""
"繬","","","sè","","8875",""
"纃","","","qí","","8876",""
"纉","","","zuǎn","","8877",""
"纒","","","chán","","8878","wrap, wind around; tie, bind"
"纗","","","zuī","","8879",""
"罯","","","ǎn","","8880",""
"羀","","","liǔ","","8881","fishing trap"
"耴","","","yì","","8882",""
"肍","","","qiú","","8883",""
"腨","","","shuàn","","8884",""
"膗","","","chuái","","8885","ugly and fat; too fat to move"
"膟","","","lǜ","","8886","fat"
"舦","","","tài","","8887","(Cant.) rudder"
"艊","","","bó","","8888",""
"菄","","","dōng","","8889",""
"葾","","","yuān","","8890","(Cant.) a bad smell"
"蒕","","","yūn","","8891",""
"蒘","","","rú","","8892",""
"蒧","","","diǎn","","8893",""
"蓃","","","sōu","","8894",""
"蓆","","","xí","","8895","straw mat, mat"
"蔱","","","shā","","8896",""
"蘔","","","jiōng","","8897",""
"蟨","","","jué","","8898","the Siberian jerboa"
"蠪","","","lóng","","8899",""
"襖","","","ǎo","","8900","outer garments; coat, jacket"
"誇","","","kuā","","8901","exaggerate; brag, boast; flaunt"
"謟","","","tāo","","8902","flatter; suspect, be uncertain"
"讙","","","huān","","8903","cheer; noise, noisy"
"谽","","","hān","","8904","a mouth or opening"
"踨","","","zōng","","8905",""
"躉","","","dǔn","","8906","sell or buy wholesale; store"
"躱","","","duǒ","","8907","hide"
"輗","","","ní","","8908","the cross-bar at the end of a carriage pole; linchpin of a large carriage"
"釔","","","yǐ","","8909","yttrium"
"鋕","","","zhì","","8910","engrave"
"鎚","","","chuí","","8911","hammer, mallet; club"
"韆","","","qiān","","8912","swing"
"鯶","","","hǔn","","8913",""
"鳋","鰠","鰠","sāo","","8914","carp"
"鹒","鶊","鶊","gēng","","8915","oriole"
"篭","","","lóng","","8916","cage; cage-like basket"
"縜","","","yún","","8917",""
"腣","","","dì","","8918",""
"赲","","","lì","","8919",""
"馻","","","yǔn","","8920",""
"磞","","","pēng","","8921",""
"睕","","","wǎn","","8922",""
"瞜","","","lōu","","8923","to see; to look at; to observe"
"碠","","","dìng","","8924",""
"磽","","","qiāo","","8925","barren land; sandy soil"
"簘","","","xiāo","","8926","musical instrument like pan-pipes, bamboo flute"
"腃","","","kuì","","8927",""
"腵","","","jiā","","8928",""
"蓳","","","jǐn","","8929",""
"覇","","","bà","","8930","rule by might rather than right"
"醱","","","fā","","8931","to brew for the second time"
"銝","","","xiū","","8932",""
"巛","","","chuān","","8933","river; KangXi radical 47"
"鐴","","","bì","","8934",""
"鑵","","","guàn","","8935","jar; can"
"隩","","","ào","","8936","profound, subtle; warm"
"颺","","","yáng","","8937","soar, fly, float; scatter"
"飮","","","yǐn","","8938","drink; swallow; kind of drink"
"飰","","","fàn","","8939",""
"餇","","","tóng","","8940","food"
"饐","","","yì","","8941","spoiled, rotten, sour"
"痃","","","xuán","","8942","indigestion; buboes, lymphatic inflammation"
"駞","","","tuó","","8943","camel"
"鴜","","","cí","","8944",""
"㳠","澾","澾","tà","","8945","(simplified form of"
"䁖","瞜","瞜","lōu","","8946","to see; to look at; to observe"
"睅","","","hàn","","8947","big-eyed"
"睍","","","xiàn","","8948","to look at fearfully; overly cautious"
"碭","","","dàng","","8949","brilliantly colored stone with veined patterns in it"
"碽","","","gōng","","8950",""
"磸","","","dìng","","8951",""
"礉","","","hé","","8952",""
"礽","","","réng","","8953","blessings, happiness"
"祾","","","líng","","8954",""
"禌","","","zī","","8955",""
"筥","","","jǔ","","8956","round-shaped bamboo basket for holding rice"
"簴","","","jù","","8957",""
"紣","","","cuì","","8958",""
"絍","","","rèn","","8959","to lay the warp; to weave"
"縆","緪","緪","gēng","","8960","a rope"
"繀","","","suì","","8961",""
"繃","","","běng","","8962","bind, draw firmly, strap"
"羕","","","yàng","","8963",""
"羵","","","fén","","8964","spirit"
"耇","","","gǒu","","8965","wrinkled face of the elderly"
"聫","","","lián","","8966","connect, join; associate, ally"
"脗","","","wěn","","8967","coinciding, agreeing"
"臯","","","gāo","","8968","to praise; to bless high; eminent; (Cant.) a marsh, pool"
"艁","","","zào","","8969",""
"艂","","","féng","","8970",""
"茞","","","chén","","8971","fragrant plant; angelica"
"葨","","","wēi","","8972",""
"蒄","","","guān","","8973",""
"蒭","","","chú","","8974","to cut grass; hay; fodder"
"薂","","","xí","","8975",""
"藯","","","wèi","","8976",""
"蜆","","","xiàn","","8977","a variety of bivalves"
"螑","","","xiù","","8978",""
"蟼","","","jǐng","","8979",""
"衟","","","dào","","8980",""
"褑","","","yuàn","","8981",""
"褠","","","gōu","","8982",""
"訐","","","jié","","8983",""
"訔","","","yín","","8984",""
"詖","","","bì","","8985","argue; biased; one-sided"
"詗","","","xiòng","","8986","to spy; to give information; shrewd"
"詪","","","hěn","","8987","difficulty in speaking; wrangling"
"諈","","","zhuì","","8988",""
"諑","","","zhuó","","8989","slander; gossip; rumors"
"讌","","","yàn","","8990","a feast, banquet; to entertain, feast"
"豗","","","huī","","8991","clamour"
"豷","","","yì","","8992",""
"貗","","","jù","","8993",""
"貣","","","tè","","8994",""
"賯","","","xiōng","","8995",""
"贋","","","yàn","","8996","false; counterfeit; bogus; sham"
"冱","","","hù","","8997","freezing; stopped up, closed off"
"輀","","","ér","","8998","hearse"
"蒈","","","kǎi","","8999","an organic compound"
"轓","","","fān","","9000",""
"迋","","","wàng","","9001","travel, go to; deceive; scare"
"逓","","","dì","","9002","hand over, deliver; substitute"
"鄺","","","kuàng","","9003","surname"
"酳","","","yìn","","9004",""
"鈪","","","è","","9005","(Cant.) bracelet; bangle"
"尜","","","gá","","9006","a child toy"
"鐐","","","liáo","","9007","fetters"
"轷","軤","軤","hū","","9008","surname"
"霘","","","dòng","","9009",""
"鞄","","","páo","","9010","to work hides; leather bag"
"騧","","","guā","","9011","tan or piebald horse"
"髽","","","zhuā","","9012","to dress the hair"
"魣","","","xù","","9013",""
"鯀","","","gǔn","","9014","giant fish; father of the emperor Yu"
"鰰","","","shen","","9015",""
"鴹","","","yáng","","9016",""
"鼪","","","shēng","","9017","weasel"
"龔","","","gōng","","9018","give, present; reverential"
"秊","","","","","9019",""
"䴔","鵁","鵁","jiāo","","9020","the fishing cormorant"
"眮","","","tóng","","9021",""
"笀","","","máng","","9022",""
"籣","","","lán","","9023","bow case"
"藑","","","qióng","","9024",""
"垲","塏","塏","kǎi","","9025","high and dry place"
"鍳","","","jiàn","","9026",""
"鵬","","","péng","","9027","fabulous bird of enormous size"
"禔","","","zhī","","9028","happiness; peace; good fortune"
"穯","","","se","","9029",""
"茿","","","zhú","","9030",""
"莂","","","bié","","9031",""
"薃","","","hào","","9032",""
"襛","","","nóng","","9033","fine clothes"
"谻","","","jí","","9034",""
"賚","","","lài","","9035","give, present, confer; surname"
"魳","","","zā","","9036","a barracuda"
"鵄","","","zhī","","9037","variant of"
"㭎","棡","棡","gāng","","9038","(simplified form of"
"穄","","","jì","","9039","panicled millet"
"穵","","","wā","","9040","deep hollow;, gouge, dig out"
"篛","","","ruò","","9041","cuticle of bamboo plant"
"簑","","","suō","","9042","a coat raincoat"
"絭","","","juàn","","9043",""
"緅","","","zōu","","9044","silk of purplish color"
"緍","","","mín","","9045","variant of"
"罇","","","zūn","","9046","a goblet; a bottle, a wine-jar"
"耑","","","duān","","9047","specialized; concentrated"
"艒","","","mù","","9048",""
"豠","","","chú","","9049",""
"蹎","","","diān","","9050",""
"辢","","","là","","9051","bitter, pungent, acrid"
"醻","","","chóu","","9052","to pledge, thank"
"鐍","","","jué","","9053","hasp of a lock"
"鑮","","","bó","","9054",""
"闍","","","dū","","9055","tower over city gate"
"頳","","","chēng","","9056","red"
"驈","","","yù","","9057","black horses"
"髲","","","bì","","9058","a wig"
"鱮","","","xù","","9059","silver carp (Hypophthalmichthys molitrix); bream; (Cant.)"
"麰","","","móu","","9060","barley"
"鼄","","","zhū","","9061","the spider"
"鼅","","","zhī","","9062","spider"
"鼖","","","fén","","9063","drum"
"㩳","","","sǒng","","9064","to hold; to grasp, to detain, to uphold, to push, to stand upright; expel, to shirk, to raise up"
"眣","","","dié","","9065","prominent eyes"
"睎","","","xī","","9066","to long for; to gaze at"
"瞣","","","huan","","9067",""
"矀","","","méi","","9068",""
"硊","","","wěi","","9069",""
"碅","","","jūn","","9070",""
"磪","","","cuī","","9071","a high mountain; precipitous"
"礒","","","yǐ","","9072",""
"禞","","","gào","","9073",""
"秠","","","pī","","9074","millet"
"穙","","","pú","","9075",""
"穱","","","zhuō","","9076",""
"窯","","","yáo","","9077","kiln; coal mine pit"
"竢","","","sì","","9078","wait for, wait until, as soon as"
"笍","","","zhuì","","9079",""
"筩","","","tóng","","9080","bamboo pipe; fish hook"
"篳","","","bì","","9081","wicker, bamboo"
"簠","","","fǔ","","9082","an ancient vessel used for holding boiled grain"
"粃","","","bǐ","","9083","empty husks of grain"
"粖","","","mò","","9084",""
"糓","","","gǔ","","9085","grain, corn"
"糺","","","jiū","","9086","to collaborate; to band together"
"紭","","","hóng","","9087",""
"紾","","","zhěn","","9088","turns or twist; a switch"
"絶","","","jué","","9089","cut"
"綅","","","qīn","","9090","thread"
"繂","","","lǜ","","9091",""
"繋","","","jì","","9092","attach, connect, unite, fasten"
"繣","","","huà","","9093","obstinate; perverse"
"罙","","","mí","","9094","deep"
"罥","","","juàn","","9095","impede"
"罼","","","bì","","9096",""
"羗","","","qiāng","","9097","tribes in West China; strong; educated; obstinate; a particle"
"羜","","","zhù","","9098","lamb"
"翭","","","hóu","","9099",""
"耮","","","lào","","9100","a kind of farm tool"
"聸","","","dān","","9101",""
"肸","","","xī","","9102","spread out; smilling or laughing"
"胹","","","ér","","9103","cooked; well-done"
"脣","","","chún","","9104","lips"
"腬","","","ròu","","9105","(Cant.) greasy, oily"
"膄","","","sòu","","9106","to become emaciated"
"膆","","","sù","","9107","the corp of a bird or fowl; fat"
"膋","","","liáo","","9108","fat"
"臕","","","biāo","","9109","fat; gross, sleek"
"舃","","","xì","","9110","a shoe; the sole of a shoe; magpie"
"艫","","","lú","","9111","bow or prow of boat"
"艭","","","shuāng","","9112","ship"
"艶","","","yàn","","9113","beautiful, sexy, voluptuous"
"艼","","","tīng","","9114",""
"荢","","","yu","","9115",""
"荳","","","dòu","","9116","beans, peas; bean-shaped"
"萚","蘀","蘀","tuò","","9117",""
"蓗","","","zǒng","","9118","a plant; five-fold"
"蓱","","","píng","","9119",""
"蕋","","","ruǐ","","9120","unopened flowers, flower buds"
"蕟","","","fà","","9121",""
"薐","","","léng","","9122","spinach"
"薠","","","fán","","9123",""
"藺","","","lìn","","9124","rush used in making mats; surname"
"蘓","","","sū","","9125","thyme; revive, resurrect; soviet"
"蘪","","","méi","","9126",""
"虵","","","shé","","9127",""
"蚾","","","pí","","9128",""
"蛖","","","máng","","9129",""
"蛜","","","yī","","9130",""
"蝍","","","jié","","9131","a centipede"
"蝨","","","shī","","9132","louse; bed bug"
"蟂","","","xiāo","","9133",""
"蟜","","","jiǎo","","9134","insect"
"蠏","","","xiè","","9135","crab, brachyura"
"衕","","","tòng","","9136","alley, lane"
"衘","","","xián","","9137",""
"袟","","","zhì","","9138","book cover; satchel or bag"
"袬","","","gǔn","","9139",""
"誾","","","yín","","9140","speak gently; respectful"
"譅","","","sè","","9141","wriggling"
"譌","","","é","","9142","false, erronious"
"譸","","","zhōu","","9143","deceive, cheat; hurried, bustling"
"讜","","","dǎng","","9144","counsel, advice; speak out"
"趝","","","jiàn","","9145","to pursue; to follow up"
"趡","","","cuǐ","","9146","place"
"跾","","","shū","","9147",""
"踀","","","chù","","9148",""
"踸","","","chěn","","9149",""
"蹡","","","qiāng","","9150","to limp; walking; in motion"
"垌","","","dòng","","9151","a field; used in place names"
"蹳","","","bō","","9152",""
"躛","","","wèi","","9153","exaggerate"
"躩","","","jué","","9154","take quick, short steps"
"躶","","","luǒ","","9155","bare, nude; undress, strip"
"軏","","","yuè","","9156","cross-bar at the end of the poles of a cart"
